"Recientemente  el Poder Ejecutivo aplicó un 40% de descuento en la tarifa de luz para los clubes de barrio ¿Cuáles han sido los criterios y parámetros en que se basó para la aplicación de este porcentaje? ¿En este sentido, tiene planificado el Poder Ejecutivo efectuar descuentos sobre las tarifas correspondientes a los servicios de gas y agua para los mismos destinatarios?",ObraPública
"- Con  respecto al informe “El estado del Estado”, si pudiera precisar la metodología de producción del informe, cada una de las fuentes de información utilizadas y el criterio de definición de cada una de las secciones en las que se evidencia una fuerte disparidad, por ejemplo de siete páginas para la sección “Desarrollo Económico” y de 22 páginas para la sección “Comunicaciones y medios”.",Energía 
"Señor Jefe de Gabinete: en sus respuestas escritas, nos ha informado que algo más del 60 % de la población carcelaria en institutos que pertenecen al Servicio Penitenciario Federal, son procesados sin condena, algunos con muy larga permanencia. Dada la gravedad de esta situación, el diferimiento en la implementación del Código Procesal Penal y la ausencia de proyectos específicos en el Programa Justicia 2020, ¿qué medidas propiciara el Ejecutivo para superar esta grave situación y los efectos en la reincidencia que ella tiene?",Justicia 
"-  La última reforma al Impuesto a las ganancias, la baja en retenciones sojeras, la devolución del IVA a sectores más necesitados de nuestra sociedad, la menor recaudación fiscal en términos constantes, configuran una importante caída de ingresos coparticipables para provincias y municipios. De cuanto calcula el Gobierno Nacional será la disminución de ingreso por coparticipación  para Provincias y Municipios durante el año 2016. Y como se compensaría dicho retroceso en los ingresos provinciales, si es que el gobierno nacional visualiza una alternativa al endeudamiento y el ajuste.",Defensa 
"Ante el brote de Gripe A faltan insumos, no hay vacunas. La campaña de difusión pública preventiva insta a la ciudadanía a vacunarse contra esta enfermedad, pero en hospitales públicos y centros de vacunación no hay vacunas. ¿Qué medidas se están adoptando para solucionar esta situación?",Salud  
"-¿Por qué (el Ministro de Justicia y Derechos Humanos) se reunió en forma privada con Cecilia Pando defensora del terrorismo de Estado, símbolo de las posturas que consideran a los represores “presos políticos” y a los juicios de lesa humanidad como escenarios de venganza?
-¿De qué se conversó en ese encuentro?
-¿Hubo reclamos o pretensiones planteadas por parte de la Señora Cecilia Pando? De ser así, ¿qué respuestas se le dió desde el Ministerio?
-¿A qué “equilibrio” se refiere cuando dijo a los medios que el Gobierno ""se maneja con prudencia y equilibrio""? ¿Adhiere a la Teoría de los dos demonios?",Justicia 
"INFORME DETALLE DE INVERSIONES, PROGRAMAS Y PROYECTOS QUE INCLUYE EL PLAN BELGRANO PARA EL NOA. IMPORTE TOTAL PREVISTO Y ESTADO DE AVANCE DE CADA UNO Y MOTIVO DE LAS DEMORAS.",ObraPública
"Teniendo al Tratado de Maipú, suscripto por la República Argentina y la República de Chile en octubre del año 2009, como hoja de ruta inequívoca para la profundización de la relación bilateral. Tomando en cuenta especialmente la coincidencia de representantes de todas las fuerzas políticas de ambos países durante las reuniones de la Comisión Parlamentaria Conjunta, sobre la necesidad de avanzar hacia un sistema de controles fronterizos más ágil y eficiente. Solicitamos se nos informe sobre:

- ¿Qué avances hay respecto a la puesta en funciones del Sistema de Control Migratorios Simplificado para agilizar y hacer eficientes los trámites fronterizos entre ambos países?

- ¿Cuáles son los plazos para la efectiva libre circulación de personas? Puntualmente nos interesa conocer detalles del proceso de implementación del Área de Libre Circulación de Personas entre la provincia de Tierra del Fuego, y la XII Región de Magallanes, según lo establecido por el “Protocolo Adici",Defensa 
INFORME DETALLE NUEVAS RUTAS DE CABOTAJE QUE SE ABRIRÁN Y EN QUE FECHAS PARA AEROLÍNEAS ARGENTINAS.- ,Transporte 
"Asimismo, solicitamos se nos informe qué tareas cumplen, quiénes son los integrantes y con qué presupuesto cuenta dicho cuerpo de informaciones, que como ya denunciamos se dedican al espionaje ilegal sobre organizaciones políticas, sociales y gremiales. ",Seguridad 
"- Informe  cuál de sus siguientes declaraciones deberíamos tener en cuenta a la hora de interpretar las metas que el Gobierno Nacional se propone con vistas a la reducción de la pobreza.
* Miércoles 27 de abril de 2016 a los Diputados al presentar su informe de gestión en el Congreso: “La pobreza cero es sin duda es el desafío más grande”.
* Martes 7 de junio de 2016 a periodistas en la Casa Rosada: “Pobreza Cero tiene que ver con una meta como sociedad. Es una meta obviamente inalcanzable como definición de largo plazo”.",PolíticaEconómica
"Teniendo en cuenta que en época de invierno la transitabilidad de las rutas patagónicas se torna dificultosa, informe si se va a aumentar la frecuencia de vuelos de Aerolíneas Argentinas a los destinos de la Provincia de Chubut",Transporte 
¿Qué actitud adoptará su gobierno frente a este estado de situación del conflicto?,Empleo 
"Describa los programas o planes de seguimientos que se realizan con las víctimas rescatadas de las redes de trata de personas con fines de explotación laboral, detallando la cantidad de centros de refugio, su lugar de radicación, cantidad de beneficiarias y presupuesto de cada uno de ellos. -",DesarrolloSocial 
"Cuál es la cantidad de adolescentes que actualmente cursan estudios medios en el país. Qué cantidad de jóvenes no cursan estudios medios. En ambos casos indique los porcentuales respectivos.
Qué medidas están en curso y/o en proceso de aplicación, o previstas para mejorar los índices de educación media de los jóvenes",EducaciónyDeportes
"¿Cuáles son las razones por las cuales la Ley Nº 26.586, sancionada en el año 2009, por la que se crea el PROGRAMA NACIONAL DE EDUCACION Y PREVENCION DE LAS ADICCIONES Y EL CONSUMO INDEBIDO DE DROGAS, no ha sido reglamentada? ¿En qué plazo se reglamentará la misma?",SEDRONAR 
"Informe si dicha política responde a los objetivos del gobierno nacional. ¿Cree que la misma seguirá vigente o si las mínimas modificaciones de las tasas, hacia la baja, realizadas en los últimos días significan una corrección de esa política?",PolíticaEconómica
Cuál es el universo de beneficiarios del sistema previsional argentino  alcanzado por el proyecto de ley de reparación histórica a jubilados. ,PolíticaEconómica
"POLO INDUSTRIAL 
El Polo Industrial Científico y Tecnológico de Tierra del Fuego, que funciona en el marco del régimen especial fiscal y aduanero Ley Nº 19.640 y otras normas complementarias, cumple un rol imprescindible  en la defensa de los intereses geopolíticos de la Argentina y se ha consolidado como pieza fundamental del proceso de industrialización de la República Argentina.

En este marco y relación a las respuestas dadas en el Informe N° 91del Jefe de Gabinete de Ministros, se solicita que se informe a la Honorable Cámara de Diputados de la Nación sobre los siguientes puntos:

-En el Informe N° 91 del JGM se afirmó, en relación al Polo Industrial de Tierra del Fuego, que “(…) ya hemos establecido un sistema de monitoreo del comercio exterior sobre los productos que se elaboran en la Provincia, el cual nos permite resguardar el mercado interno”. Al respecto: Informe el diseño y las características completas del sistema de monitoreo del comercio exterior refe",RelacionesExteriores 
Indique por qué motivo no se han dado cuenta de la administración del Fondo de Garantía de Sustentabilidad desde el 10 de diciembre a la fecha y en consecuencia informe con precisión qué decisiones de inversión se han tomado y cuál fue su fundamento económico y legal e informe cuales son las decisiones de inversión trascendentes que piensa implementar en el corriente año.,PolíticaEconómica
Cuál es la estimación de pequeños contribuyentes alcanzados con las  modificaciones al impuesto a los bienes personales establecidas en el proyecto de ley de sinceramiento fiscal.,PolíticaEconómica
"En relación a la existencia de casi una treintena de delegaciones de diversos organismos nacionales que tienen asiento en la Provincia de Catamarca, y atento a que,  en su gran mayoría,  aún no han sido puestas en funciones las nuevas autoridades en dichos organismos, situación que pareciera se repite en otras provincias del país, se consulta al Jefe de Gabinete, cuándo se regularizará dicha situación, y si las autoridades que han continuado en funciones luego del cambio de gobierno el 10 de diciembre de 2015, responden a las políticas y lineamientos del nuevo gobierno, pudiendo las mismas evacuar dudas, consultas, planteos y/o resolución de situaciones que a diario atienden las mismas, referenciados en los nuevos lineamientos fijados por la Administración que asumió la conducción del país el 10 de diciembre pasado.  ",Empleo 
"Informe cuáles son los motivos que postergan la unificación del estatus sanitario para la Patagónica como “región libre de aftosa que no practica la vacunación”, propiciando un bloque único desde lo sanitario, productivo y comercial.",Agroindustria 
¿Cuál es la ejecución presupuestaria con respecto a becas estudiantiles y programas de incentivo detallado por universidad?,EducaciónyDeportes
"- Solicitar  al Ministerio de Salud de la Nación que informe respecto al Programa REMEDIAR, lo siguiente:
- ¿En qué situación se encuentran las compras y distribución de mobiliario para el equipamiento de las farmacias de centros de salud públicos de todo el país, para la adecuada dispensa de medicamentos?
- ¿En qué situación se encuentran los contratos y convenios para el almacenamiento y distribución de botiquines a todo el país?
En relación con esto, informe:
* Cuál es la situación de la compra y distribución de métodos anticonceptivos, que se venía realizando a través del Programa REMEDIAR?
* Cuál es la situación de la compra y distribución de medicamentos para el tratamiento de la tuberculosis en los Hospitales de referencia de todo el país, que también eran distribuidos por el Programa REMEDIAR?",Salud  
"Teniendo en cuenta que el convenio con Arcos Dorados, el cual fue planteado como paliativo a la falta de empleo joven,  implica una precarización laboral respecto de los derechos garantizados por la normativa vigente de cualquier convenio laboral (como ser el monto del salario establecido para la actividad y asimismo una violación al principio constitucional de igual remuneración por igual tarea) ¿El Gobierno tuvo en cuenta cuáles son las consecuencias que tendría que afrontar el estado ante los reclamos de los particulares trabajadores?",Empleo 
"Explique en qué situación se encuentran los 13.000 expedientes, que han acreditado los requisitos pertinentes y que hasta la fecha no se encuentran aprobados, y en qué plazo se regularizará la situación. 
Una vez regularizada la situación de los expedientes, indique en qué fecha considera que se harán efectivos los pagos correspondientes.",Justicia 
"El cultivo de tabaco se desarrolla en las provincias de Jujuy, Salta, Tucumán, Chaco, Catamarca, Misiones y Corrientes en las cuales se han realizado grandes inversiones para mantener esta actividad. Este cultivo es el motor del desarrollo socioeconómico en esas provincias. A la vez, se puede sumar a éstas, la provincia de Buenos Aires por cuanto las industrias tabacaleras se encuentran radicadas en la misma, siendo considerada la octava provincia tabacalera. La importancia del tabaco es aún mayor cuando se considera la alta intensidad laboral en la etapa primaria de su elaboración, en comparación con otros cultivos más importantes en términos de producción y área sembrada a nivel nacional. Aproximadamente 1.000.000 de personas dependen de la actividad tabacalera en nuestro país: genera en forma directa e indirecta 360.000 puestos de trabajo.
Debido al aumento del 60% en el precio de los cigarrillos que decidió el Gobierno en mayo pasado, la comercialización ilegal ",Seguridad 
¿Cuál es el acuerdo anunciado entre el gobierno y la empresa de comida rápida Mc Donald's? Pedimos se gire en forma inmediata la totalidad de la información aquí preguntada a la Cámara para su evaluación. ,Empleo 
"CONAE
Informe:
Estado de situación de los siguientes proyectos, acciones previstas en el corto plazo, y repercusión sobre organismos involucrados en relación a recursos humanos, continuidad e impacto sobre estos:
- Satélites de Observación de la Tierra SABIAMAR o SAC-E, SAOCOM, SARE, desarrollados fundamentalmente en Invap (antecedentes SAC A, B, C y D).
- Acceso al Espacio. Lanzadores de satélites de órbita baja TRONADOR 1 y 2, y erie VEX, desarrollados en múltiples instituciones y laboratorios como VENG SA, Facultad de Ingeniería UNLP, IAR, CIOp.",CienciayTecnología 
¿Qué  políticas va a sostener y profundizar en UNASUR el gobierno argentino? ¿Qué importancia y relevancia le da nuestro país al bloque mencionado?,RelacionesExteriores 
"Informe sobre el plan de ejecución de obras para la recuperación de los ramales ferroviarios en la provincia de Salta, en especial los ramales C14 y C15.",Transporte 
"Especifique la cantidad de gas oil, fuel oil y gas natural importado durante los años 2009, 2010, 2011, 2012, 2013, 2014 y 2015, precisando su monto en moneda dólares estadounidenses",Energía 
"¿Por qué razón no ha sido incorporada la República Argentina a la “Alianza Global contra el abuso sexual de niños en Internet”, celebrada en el año 2012 por la Unión Europea y el país de Estados Unidos, en Bruselas, Bélgica?",RelacionesExteriores 
"Indique la cantidad de reuniones realizadas por los Comités de Frontera correspondiente al periodo 2009 hasta la actualidad, especificando día de reunión y temas abordados en las mismas.-",Seguridad 
"Detalle las estimaciones de agua necesarias para cada perforación que se realizará en el yacimiento Vaca Muerta, precisando las fuentes de abastecimiento del recurso hídrico. -",Energía 
"Informe porque el gobierno nacional, considera innecesaria la constitución de un

consejo económico y social.",DesarrolloSocial 
"- Se solicita  se sirva informar si  FLORENCIA MARIJUAN es funcionaria, empleada, o presta servicios (bajo cualquier modalidad de contratación) en el Ministerio de Seguridad de la Nación. En caso afirmativo, se sirva informar: cargo que desempeña, modalidad de contratación y remuneración. Asimismo, se solicita se informe sobre sus antecedentes profesionales, sobre la correspondencia entre las exigencias del cargo y sus antecedentes personales, profesionales y/o laborales.
* Especialmente, se solicita se informe fecha de contratación de la misma, y si la contratación fue anterior o posterior a la imputación realizada por el Sr Fiscal GUILLERMO MARIJUAN, padre de la nombrada, a la ex Presidenta de la Nación.
* Asimismo, se solicita se informe si las reuniones mantenidas por MAURICIO MACRI con el Sr. Fiscal GUILLERMO MARIJUAN tuvieron carácter oficial, si en las mismas se trató la designación de FLORENCIA MARIJUAN y todo dato relevante y de interés.",Transporte 
"La nueva Resolución 99/16 del Ministerio de Energía y Minería prevé que las facturas a los usuarios gozarán de un descuento limitando el importe a pagar que resulte de los cuadros tarifarios hasta durante el año 2016. ¿Esto significa que los cuadros tarifarios no se revisaron ni se modificaron?. ¿Qué montos en las facturas de usuarios estima pasaron vencido dicho plazo, es decir a partir del 1 de enero del 2017?.",Energía 
"Informe la situación actual de avance e implementación del  compromiso asumido por la Sra.  Ministra  de Seguridad de la Nación, consistente en el envío de 500 efectivos de Gendarmería Nacional y 500 efectivos de la Policía Federal a la Provincia de Córdoba para coordinar con la fuerza policía provincial la lucha contra el narcotráfico.",Seguridad 
"- ¿Qué  incidencia presupuestaria han tenido cada una de ellas, por provincia y municipio?",Salud  
 Qué áreas o sectores de la economía nacional serán las más afectadas  por la crisis de Brasil antes referida.,PolíticaEconómica
"El Informe N° 92 de la Jefatura de Gabinete de Ministros al Honorable Senado de la Nación, en su respuesta 185, menciona a “el desarrollo de la obra pública, el Plan Belgrano y los programas de la Secretaría de Empleo”, como medidas del Gobierno Nacional para crear puestos de trabajo. Ahora  en curso de ejecución”. Ahora bien, sírvase a detallar la cantidad de puestos de trabajo creados por dichos dichas medidas desde el 11 de Diciembre de 2015 hasta la actualidad, diseminando por programa, donde especifique cantidad de beneficiarios, modalidad de contratación y provincia. -",Empleo 
- Informe sobre el supuesto contrato firmado entre Prefectura Naval y Dell Producciones S.A. (organizadores de la fiesta electrónica Time Warp del 16/04/2016) por $ 30.000 pesos en concepto de servicios adicionales de vigilancia.,Seguridad 
"Respecto de la construcción de viviendas del Barrio Judicial II, en la localidad Los Pocitos, Departamento Tafí Viejo, Provincia de Tucumán. 
- Indique la cantidad de viviendas proyectadas, precisándose las que se encuentran efectivamente completadas y las entregadas a sus beneficiarios.- 
- Describa cuáles fueron los requisitos exigidos por la autoridad competente para la inscripción en el programa de viviendas mencionado.- 
- Describa los mecanismos o procedimientos de selección de los beneficiarios.- 
- Remita la nómina completa de los beneficiarios, especificando Documento Nacional de Identidad.- 
- Indique si el Poder Ejecutivo Nacional tomó conocimiento de las graves denuncias que existen por supuestas irregularidades en la pre-adjudicación y asignación de viviendas en el marco del Plan referido. En caso afirmativo, especifique cuáles fueron las acciones emprendidas para investigar y, en su caso, sancionar a los responsables de las supuestas irregularidades.-",ObraPública
"ARSAT S.A.
Informe:
-Estado y acciones previstas para la continuación del desarrollo de la Red Federal de Fibra Óptica, las Redes provinciales de fibra óptica y las Redes de acceso de fibra óptica. Estado de las obras y continuidad de las mismas.",Comunicaciones 
"En cuanto al pago de contratos futuros:
a.	¿Cuál ha sido la reducción del impacto final, separando el pago del Impuesto a las Ganancias y las condiciones contractuales?
b.	¿Cuánto se ha pagado por este concepto en lo que va del año, y cuanto resta pagar hasta septiembre de este año?",PolíticaEconómica
-¿Cuál es el grado de ejecución del presupuesto universitario para el año en curso? ,EducaciónyDeportes
 Informe s i existe alguna decisión al respecto o si se seguirá endeudando al Banco.,PolíticaEconómica
Informe sobre fecha de llamado a Licitación de la represa hidroeléctrica  Portezuelo del Viento en la Provincia de Mendoza.,Energía 
"El aporte del PAMI a las obras sociales por afiliados jubilados que permanecen en su  cobertura de origen es de $192.- mensuales  por cada afiliado. Siendo que el costo del PMO, considerando un cálculo conservador, mínimamente es de $800.- para un afiliado en actividad, para personas mayores es muy superior. ¿Cuándo estima usted que este valor va a ser actualizado y en qué monto?",Salud  
"A efectos de brindar seguridad jurídica, certeza y previsibilidad sírvase de informar si se procederá a prorrogar la ley 26.490 Ley de Promoción del Trabajo Registrado y Prevención del Fraude Laboral cuya vigencia según el decreto 1801/2015 finaliza en agosto de 2016, atento que la misma plantea entre otras cuestiones un Régimen Permanente de contribuciones a la Seguridad Social para microempleadores y un Régimen de Promoción de la Contratación de Trabajo Registrado. ",Empleo 
"¿Cuál es la ejecución presupuestaria del año 2016 detallada por universidades, colegios universitarios y hospitales escuela?",EducaciónyDeportes
"- Solicitar al Ministerio de Salud de la Nación que informe respecto al Programa REMEDIAR, lo siguiente:
- ¿En qué situación se encuentran la compra y adquisición de medicamentos e insumos a laboratorios de producción pública como laboratorios públicos de la Universidad Nacional de Córdoba, Laboratorio de Especialidades Medicinales de Rosario, Laboratorio Industrial Farmacéutico de Santa Fe, y Laboratorios Puntanos?
- Fue designado un/a nuevo/a coordinador/ar del Programa dada la reciente desvinculación del coordinador anterior del organismo. Informe si este cambio implica modificaciones en el funcionamiento del Programa y en sus alcances y objetivos",Salud  
"Según se ha informado los fármacos fueron excluidos (por el PAMI) luego de que un análisis revelara la existencia de un grupo de medicamentos cuya evidencia médica disponible ""no resulta suficiente para determinar beneficios clínicos significativos"". ¿Qué implica beneficios clínicos significativos?",Salud  
¿Qué políticas de inversiones van a tener con el INVAP (Investigación Aplicada Sociedad del Estado)? ,CienciayTecnología 
¿La Ley de Impuesto a las Ganancias exime del pago del tributo a las personas consignadas en la pregunta anterior? ,PolíticaEconómica
"- En  la sección “Energía y Minería” del informe “El estado del Estado”, dado a conocer por Presidencia de la Nación, no se hace mención a la empresa YPF, de participación mayoritaria estatal. En tal sentido, si pudiera explicar por qué se decidió no analizar el desempeño de la compañía tanto en exploración como en producción hidrocarburífera.",Modernización 
"Luego de la visita del Presidente de los Estados Unidos, autoridades de Cancillería han declarado públicamente acerca de la posibilidad de acuerdos y acciones conjuntas con el gobierno de ese país en la Antártida Argentina ¿Podrían especificar a qué tipos de acuerdo se refieren y en qué áreas específicas?",RelacionesExteriores 
Cuál es la estimación de inflación para los próximos meses del año 2016 y para el año 2017.,EducaciónyDeportes
"Producto de la crisis que vive la industria hidrocarburífera en la Cuenca Golfo San Jorge, donde se veían amenazados los puestos laborales, los gobiernos de Nación y Provincia resolvieron a principio de año lo siguiente: Por un lado, subsidiar hasta el mes de julio del corriente el precio del barril de crudo que se exporta con 10 U$D, aporte constituido por 7,5 U$D y 2,5 U$D respectivamente, siempre y cuando el valor del petróleo no supere los 47,50 U$D. Y por el otro, garantizar que no habrá despidos por seis meses. Visto y considerando este acuerdo: 1) ¿Que va a pasar a partir del mes de agosto con el subsidio a la exportación de crudo si es que el precio del barril vuelve a caer por debajo de los 47,50 U$D?. 2) ¿El gobierno nacional buscará garantizar los puestos de empleo en la industria y así evitar posibles despidos? ",Energía 
"Sobre Instituto Nacional de Servicios Sociales para Jubilados y Pensionados (PAMI): 
Informe cuantas unidades locales suspendieron sus servicios en los últimos 5 años.-",Salud  
En el marco de la legislación que autorizo el pago a los llamados “fondos buitres” ¿Qué acuerdos se formalizaron y cuál es el monto de cada uno? ,PolíticaEconómica
"ENARSA firmó sendos contratos para desarrollar energías renovables con inversores privados. La inmensa mayoría de esos contratos se han incumplido. ¿Se ejecutaron las garantías de los mismos?.¿Se tomaron acciones para proteger el patrimonio público y el patrimonio de los argentinos frente al incumplimiento de empresas privadas?.¿Las empresas incumplidoras, sus controlantes o controladas que ya incumplieron contratos con el Estado podrán participar de las nueva licitaciones en materia energética?.  Y particularmente,  ¿podrán participar en las nuevas licitaciones para generación de energía eléctrica a partir de recursos renovables que está llamando a realizar el Poder Ejecutivo?.",Energía 
"¿cuál es la posición oficial de la Presidencia en cuanto a la legalización del aborto? En la respuesta a esta misma pregunta en ocasión de su visita anterior el Jefe de Gabinete afirmó que se actuará de acuerdo a cada caso, por tanto especificamos: en caso de avanzarse en la sanción de este proyecto, 
¿qué garantías tenemos los legisladores de que el mismo no será vetado por el Presidencia como ocurriera con la ley antidespidos? ",Salud  
- ¿Por  qué aún no se les ha transferido el presupuesto de 2016 a los Hospitales SAMIC de la localidad de La Matanza y Cañuelas? ,Salud  
"Informe sobre fecha de finalización de obras en Ruta Nacional Nº 40, Mendoza - San Juan.",ObraPública
INFORME EN FORMA PRECISA Y DETALLADA RESPECTO DE LOS TÍTULOS QUE FORMARÁN PARTE DE  LA EMISIÓN DE UNA NUEVA LETRA DEL TESORO EN DÓLARES ESTADOUNIDENSES CON VENCIMIENTO 22 DE AGOSTO DE 2016 (91 DÍAS) Y LA AMPLIACIÓN DE LA LETRA DEL TESORO EN DÓLARES ESTADOUNIDENSES CON VENCIMIENTO 7 DE NOVIEMBRE DE 2016(180DÍAS).  ,PolíticaEconómica
"Solicito al Jefe de Gabinete de Ministros que informe si el Poder Ejecutivo va a implementar efectivamente el Servicio de Conciliación Previa en las Relaciones de Consumo (COPREC) conforme lo establecido por el Decreto 202/2015, reglamentario de la Ley N° 26.993 de creación del Sistema de Resolución de Conflictos en las Relaciones de Consumo. En tal sentido, informe si se habilitarán las dependencias, delegaciones u oficinas fijas o móviles para el funcionamiento del COPREC en todo el país, así como la Auditoría en las Relaciones de Consumo y demás institutos que establece la Ley 26.993 para la implementación del Fuero Nacional y Federal de los Usuarios y Consumidores, con la creación de la Justicia Nacional en las Relaciones de Consumo que será competente en las causas referidas a relaciones de consumo regidas por la ley 24.240. En tal sentido, informe si se tiene previsto crear en el año 2016 los cargos de magistrados, funcionarios y empleados que se detallan en e",Producción 
Indique las acciones y medidas adoptadas frente al ingreso subrepticio y clandestino desde Chile a nuestro territorio de desechos mineros originados por la explotación minera de referencia (provincia de San Juan y la empresa chilena Minera Los Pelambres en torno a medidas de aislamiento de la Escombrera Cerro Amarillo ),Energía 
¿Podrían considerarse estas medidas como logros del gobierno nacional para lograr una baja en el índice de inflación?,Energía 
"¿Por qué los consumidores argentinos pagan el doble por el precio de las naftas, comparado con los de EEUU, por ejemplo? 
¿Cuál es la deuda actual de YPF y cuál ha sido su evolución desde su pseudoestatización hasta ahora? ¿Por qué? ",Energía 
Informe cuál va a ser la modalidad o mecanismo a implementar para adjudicar los créditos,PolíticaEconómica
Qué medidas establecerá el Poder Ejecutivo para mejorar el turismo  nacional.,EducaciónyDeportes
"El  proyecto de ley 0015-PE-2016 ""Programa Nacional de Reparación Histórica para Jubilados y Pensionados"" establece que aquellos que acepten la propuesta oficial deberán dar de baja las acciones judiciales en marcha, incluidas las sentencias firmes que hubieran logrado en la justicia. La propuesta del gobierno reduce a la mitad o menos lo que podría recibir un jubilado con sentencia firme, tanto por el retroactivo como en la actualización del haber. Actualmente existen aproximadamente 30 mil sentencias en proceso de liquidación mientras que otras 20 mil se encuentran en proceso de aceptación de la ANSES. ¿Por qué a un jubilado con sentencia firme a su favor  le conviene aceptar esta propuesta y  resignar la mitad de lo que cobraría como retroactivo y un haber actualizado inferior al que le otorgó la justicia? ",PolíticaEconómica
¿Cuántas viviendas fueron construidas por el Estado como intermediario desde diciembre de 2015 a la actualidad?,ObraPública
"Ante los recientes anuncios sobre nuevos vuelos de empresas privadas como COPA, AVIANCA y LAN, ¿Cómo afectaría esto a las rutas ya existentes que posee aerolíneas Argentinas? ¿Va a haber una política de “Cielos Abiertos?",Transporte 
"- ¿Cuál  es el estado de situación a la fecha sobre la implementación y continuidad del Programa Nacional de Orquestas y Coros Infantiles y Juveniles para el Bicentenario dependiente del Ministerio de Educación y Deporte de la Nación y cuál es la situación del personal a cargo del Programa en las 24 jurisdicciones del país?

* ¿Cómo se ha definido el proceso de transferencia de recursos a provincias y municipios y cuáles ya se han puesto en marcha?
* ¿Cómo se está garantizando que el personal que se sume a la descentralización del programa sea el mismo que venía cumpliendo ese rol antes de las modificaciones sobre la implementación del mismo?
* Informe si se ha procedido a dejar cesante personal y en caso afirmativo cuales han sido las causas.
* Informe si se han producido demoras en la renovación de los contratos para el ciclo lectivo 2016. En caso de ser afirmativo indique en qué jurisdicciones y cuáles han sido las razones.
*¿Cuáles son los lineamientos del progr",EducaciónyDeportes
"Informe postura del Poder Ejecutivo sobre fallo de la corte “Orellano, Francisco Daniel c/Correo Oficial de la República Argentina S.A. s/ juicio sumarísimo”, de fecha 07-06-2016 ",Justicia 
"¿Cuántas conexiones de agua y cloacas de las 1.500.000 prometidas en Plan Belgrano van a realizar, particularmente en Chaco y Formosa?",ObraPública
Informe si tiene previsto implementar un esquema de descentralización para una mejor atención de las oficinas del ANSES como del  INSSJP-PAMI en el territorio de la Provincia de Córdoba.,Empleo 
"Informe cuál es el estado de avance que registra el reintento de la firma Vale Do Río Doce, para la explotación de potasio en el sur Mendocino, con impacto en las provincias de Neuquén y Río Negro.",Energía 
